token	subject	gender	language	session	word	vowel	f0	logf0	f1	logf1	f2	logf2	f3	logf3	fronting1	fronting2	height	group	heightMel	frontingMel
rec_s2_F_P08_oO11	P08	F	Spanish	s2	capota	closed	199	2.2979	490	2.6903	873	2.9413	3170	3.5010	0.2509	0.5598	0.3924	G2	180.5	172.5
rec_s2_F_P08_oO115	P08	F	Spanish	s2	capota	closed	199	2.2982	558	2.7463	824	2.9158	3166	3.5005	0.1694	0.5847	0.4482	G2	215.4	118.3
rec_s2_F_P08_oO117	P08	F	Spanish	s2	fobia	closed	200	2.3016	540	2.7320	937	2.9717	3053	3.4847	0.2397	0.5130	0.4304	G2	205.6	170.8
rec_s2_F_P08_oO118	P08	F	Spanish	s2	sola	closed	192	2.2829	568	2.7541	1123	3.0505	2896	3.4618	0.2964	0.4113	0.4712	G2	225.5	221.7
rec_s2_F_P08_oO119	P08	F	Spanish	s2	pelota	closed	191	2.2815	580	2.7638	1364	3.1349	2917	3.4649	0.3711	0.3301	0.4823	G2	232.1	289.8
rec_s2_F_P08_oO129	P08	F	Spanish	s2	pomo	closed	202	2.3051	495	2.6947	818	2.9130	3088	3.4897	0.2183	0.5767	0.3896	G2	181.0	148.1
rec_s2_F_P08_oO130	P08	F	Spanish	s2	botas	closed	199	2.2999	564	2.7514	1025	3.0109	3019	3.4798	0.2596	0.4689	0.4514	G2	218.3	190.5
rec_s2_F_P08_oO134	P08	F	Spanish	s2	coma	closed	200	2.3015	576	2.7606	915	2.9614	2943	3.4688	0.2008	0.5073	0.4591	G2	223.5	144.8
rec_s2_F_P08_oO135	P08	F	Spanish	s2	cosa	closed	194	2.2873	552	2.7418	962	2.9831	3023	3.4805	0.2413	0.4974	0.4546	G2	216.1	174.0
rec_s2_F_P08_oO137	P08	F	Spanish	s2	fobia	closed	195	2.2898	569	2.7551	961	2.9829	3142	3.4972	0.2278	0.5143	0.4654	G2	223.7	165.2
rec_s2_F_P08_oO138	P08	F	Spanish	s2	cosa	closed	196	2.2917	541	2.7331	943	2.9746	3022	3.4803	0.2416	0.5057	0.4414	G2	209.1	172.5
rec_s2_F_P08_oO142	P08	F	Spanish	s2	pelota	closed	185	2.2666	542	2.7344	1203	3.0802	3176	3.5018	0.3458	0.4217	0.4677	G2	217.7	260.3
rec_s2_F_P08_oO147	P08	F	Spanish	s2	toma	closed	203	2.3078	605	2.7821	1202	3.0798	2893	3.4614	0.2977	0.3816	0.4743	G2	235.3	229.2
rec_s2_F_P08_oO148	P08	F	Spanish	s2	nota	closed	200	2.3006	323	2.5098	1120	3.0493	2439	3.3873	0.5395	0.3380	0.2092	G2	83.5	356.8
rec_s2_F_P08_oO149	P08	F	Spanish	s2	coma	closed	200	2.3008	581	2.7640	988	2.9946	2785	3.4448	0.2306	0.4502	0.4632	G2	225.9	169.1
rec_s2_F_P08_oO15	P08	F	Spanish	s2	destroza	closed	212	2.3256	557	2.7456	1224	3.0878	2808	3.4483	0.3422	0.3605	0.4200	G2	205.4	259.4
rec_s2_F_P08_oO19	P08	F	Spanish	s2	copa	closed	198	2.2976	550	2.7402	880	2.9447	2959	3.4711	0.2045	0.5264	0.4426	G2	212.1	144.3
rec_s2_F_P08_oO21	P08	F	Spanish	s2	pelota	closed	197	2.2955	561	2.7490	1246	3.0956	3048	3.4841	0.3466	0.3885	0.4535	G2	218.3	264.2
rec_s2_F_P08_oO22	P08	F	Spanish	s2	botas	closed	198	2.2958	546	2.7374	871	2.9402	3183	3.5028	0.2028	0.5626	0.4416	G2	210.1	142.8
rec_s2_F_P08_oO35	P08	F	Spanish	s2	sola	closed	187	2.2718	552	2.7420	1123	3.0504	2881	3.4595	0.3083	0.4092	0.4702	G2	221.3	229.6
rec_s2_F_P08_oO38	P08	F	Spanish	s2	copa	closed	196	2.2919	536	2.7288	890	2.9493	3000	3.4771	0.2206	0.5278	0.4368	G2	206.5	155.2
rec_s2_F_P08_oO43	P08	F	Spanish	s2	copa	closed	203	2.3082	563	2.7507	912	2.9599	3019	3.4798	0.2093	0.5199	0.4424	G2	214.9	150.0
rec_s2_F_P08_oO45	P08	F	Spanish	s2	toma	closed	183	2.2636	557	2.7457	1066	3.0278	3108	3.4925	0.2820	0.4648	0.4822	G2	226.7	208.1
rec_s2_F_P08_oO48	P08	F	Spanish	s2	cosa	closed	198	2.2960	507	2.7047	920	2.9640	2898	3.4621	0.2593	0.4981	0.4087	G2	190.2	181.4
rec_s2_F_P08_oO49	P08	F	Spanish	s2	nota	closed	189	2.2757	541	2.7336	1002	3.0011	2167	3.3359	0.2675	0.3348	0.4578	G2	214.3	193.8
rec_s2_F_P08_oO52	P08	F	Spanish	s2	nota	closed	192	2.2829	649	2.8119	1001	3.0002	2108	3.3239	0.1883	0.3237	0.5290	G2	263.9	141.6
rec_s2_F_P08_oO53	P08	F	Spanish	s2	toma	closed	203	2.3068	605	2.7816	1201	3.0795	2030	3.3074	0.2978	0.2279	0.4748	G2	235.3	228.8
rec_s2_F_P08_oO54	P08	F	Spanish	s2	sola	closed	186	2.2703	548	2.7386	1098	3.0407	2932	3.4672	0.3021	0.4265	0.4683	G2	220.0	223.3
rec_s2_F_P08_oO56	P08	F	Spanish	s2	pomo	closed	199	2.2994	494	2.6935	813	2.9102	3222	3.5081	0.2167	0.5978	0.3941	G2	182.6	146.6
rec_s2_F_P08_oO59	P08	F	Spanish	s2	destroza	closed	208	2.3185	606	2.7828	1245	3.0950	2918	3.4651	0.3122	0.3701	0.4643	G2	232.1	242.0
rec_s2_F_P08_oO81	P08	F	Spanish	s2	botas	closed	193	2.2847	574	2.7588	1081	3.0339	3060	3.4858	0.2752	0.4518	0.4740	G2	227.7	204.8
rec_s2_F_P08_oO83	P08	F	Spanish	s2	sopa	closed	189	2.2759	550	2.7405	1112	3.0461	2974	3.4733	0.3057	0.4272	0.4646	G2	218.8	227.0
rec_s2_F_P08_oO87	P08	F	Spanish	s2	destroza	closed	200	2.3007	575	2.7598	1188	3.0749	2800	3.4472	0.3151	0.3723	0.4591	G2	223.0	239.2
rec_s2_F_P08_oO88	P08	F	Spanish	s2	fobia	closed	194	2.2880	554	2.7434	974	2.9884	2901	3.4625	0.2450	0.4741	0.4554	G2	217.1	177.3
rec_s2_F_P08_oO89	P08	F	Spanish	s2	sopa	closed	181	2.2588	527	2.7214	1065	3.0274	3140	3.4969	0.3059	0.4695	0.4627	G2	213.1	222.8
rec_s2_F_P08_oO90	P08	F	Spanish	s2	coma	closed	186	2.2703	530	2.7245	936	2.9713	2856	3.4558	0.2467	0.4846	0.4542	G2	210.9	175.5
rec_s2_F_P08_oO91	P08	F	Spanish	s2	pomo	closed	196	2.2925	556	2.7453	922	2.9647	1540	3.1874	0.2194	0.2227	0.4529	G2	216.6	157.2
rec_s2_F_P12_oO107	P12	F	Spanish	s2	pelota	closed	140	2.1473	532	2.7258	1619	3.2093	3113	3.4931	0.4835	0.2838	0.5786	G1	247.4	382.5
rec_s2_F_P12_oO108	P12	F	Spanish	s2	sola	closed	138	2.1406	579	2.7623	1510	3.1790	3102	3.4917	0.4166	0.3127	0.6217	G1	272.4	330.8
rec_s2_F_P12_oO111	P12	F	Spanish	s2	botas	closed	148	2.1703	506	2.7039	1229	3.0895	3032	3.4817	0.3856	0.3923	0.5336	G1	227.7	286.9
rec_s2_F_P12_oO112	P12	F	Spanish	s2	sopa	closed	148	2.1717	539	2.7313	1311	3.1176	3084	3.4891	0.3863	0.3714	0.5596	G1	244.6	294.7
rec_s2_F_P12_oO113	P12	F	Spanish	s2	nota	closed	141	2.1500	543	2.7345	1540	3.1875	3348	3.5248	0.4529	0.3373	0.5845	G1	252.2	356.5
rec_s2_F_P12_oO114	P12	F	Spanish	s2	botas	closed	140	2.1471	513	2.7102	1207	3.0816	3246	3.5114	0.3714	0.4298	0.5631	G1	237.7	276.4
rec_s2_F_P12_oO119	P12	F	Spanish	s2	coma	closed	151	2.1776	597	2.7763	1003	3.0012	3097	3.4910	0.2250	0.4897	0.5986	G1	270.8	166.7
rec_s2_F_P12_oO124	P12	F	Spanish	s2	fobia	closed	147	2.1676	556	2.7453	1138	3.0560	3298	3.5183	0.3107	0.4623	0.5777	G1	253.9	232.5
rec_s2_F_P12_oO132	P12	F	Spanish	s2	cosa	closed	144	2.1590	517	2.7135	1211	3.0833	3087	3.4896	0.3698	0.4063	0.5545	G1	236.6	275.6
rec_s2_F_P12_oO134	P12	F	Spanish	s2	coma	closed	143	2.1557	595	2.7747	1011	3.0048	3149	3.4981	0.2300	0.4934	0.6191	G1	276.2	170.5
rec_s2_F_P12_oO135	P12	F	Spanish	s2	sopa	closed	147	2.1678	523	2.7184	1274	3.1051	3105	3.4921	0.3867	0.3870	0.5506	G1	237.3	291.8
rec_s2_F_P12_oO148	P12	F	Spanish	s2	capota	closed	152	2.1806	509	2.7067	1163	3.0658	3254	3.5124	0.3590	0.4467	0.5261	G1	226.1	264.5
rec_s2_F_P12_oO15	P12	F	Spanish	s2	sola	closed	135	2.1303	586	2.7676	1450	3.1615	3054	3.4849	0.3938	0.3234	0.6373	G1	278.2	311.1
rec_s2_F_P12_oO23	P12	F	Spanish	s2	nota	closed	129	2.1119	656	2.8166	1296	3.1127	2989	3.4756	0.2961	0.3629	0.7046	G1	315.9	234.1
rec_s2_F_P12_oO25	P12	F	Spanish	s2	cosa	closed	139	2.1417	548	2.7389	1382	3.1406	3114	3.4934	0.4017	0.3528	0.5972	G1	256.3	310.8
rec_s2_F_P12_oO28	P12	F	Spanish	s2	pomo	closed	150	2.1769	455	2.6579	1030	3.0126	3104	3.4920	0.3548	0.4793	0.4810	G1	198.9	248.8
rec_s2_F_P12_oO33	P12	F	Spanish	s2	toma	closed	139	2.1421	569	2.7554	1334	3.1253	3038	3.4826	0.3698	0.3573	0.6133	G1	266.7	286.5
rec_s2_F_P12_oO46	P12	F	Spanish	s2	toma	closed	150	2.1768	530	2.7242	1211	3.0833	3117	3.4938	0.3591	0.4105	0.5473	G1	238.5	268.9
rec_s2_F_P12_oO47	P12	F	Spanish	s2	sola	closed	149	2.1734	623	2.7942	1495	3.1747	2953	3.4703	0.3804	0.2957	0.6208	G1	284.7	305.7
rec_s2_F_P12_oO51	P12	F	Spanish	s2	destroza	closed	154	2.1885	567	2.7537	1446	3.1601	3217	3.5075	0.4063	0.3474	0.5652	G1	253.9	319.3
rec_s2_F_P12_oO55	P12	F	Spanish	s2	fobia	closed	152	2.1806	517	2.7131	1117	3.0481	3234	3.5097	0.3350	0.4617	0.5325	G1	230.3	245.4
rec_s2_F_P12_oO56	P12	F	Spanish	s2	destroza	closed	155	2.1902	597	2.7758	1402	3.1467	3290	3.5172	0.3709	0.3705	0.5857	G1	267.7	292.4
rec_s2_F_P12_oO59	P12	F	Spanish	s2	cosa	closed	131	2.1167	513	2.7102	1328	3.1232	3113	3.4932	0.4131	0.3700	0.5934	G1	244.9	313.0
rec_s2_F_P12_oO60	P12	F	Spanish	s2	fobia	closed	138	2.1385	537	2.7304	1113	3.0464	3177	3.5021	0.3160	0.4557	0.5918	G1	251.6	233.9
rec_s2_F_P12_oO61	P12	F	Spanish	s2	pomo	closed	135	2.1302	516	2.7130	1092	3.0382	3109	3.4927	0.3252	0.4545	0.5829	G1	243.2	237.6
rec_s2_F_P12_oO63	P12	F	Spanish	s2	capota	closed	139	2.1431	503	2.7011	1098	3.0405	3222	3.5081	0.3394	0.4676	0.5580	G1	233.3	246.4
rec_s2_F_P12_oO70	P12	F	Spanish	s2	nota	closed	133	2.1250	670	2.8258	1335	3.1254	3278	3.5157	0.2995	0.3903	0.7009	G1	319.1	239.3
rec_s2_F_P12_oO73	P12	F	Spanish	s2	capota	closed	138	2.1412	524	2.7191	1108	3.0446	3268	3.5143	0.3254	0.4698	0.5780	G1	244.9	238.8
rec_s2_F_P12_oO78	P12	F	Spanish	s2	pelota	closed	145	2.1628	608	2.7841	1463	3.1654	3161	3.4999	0.3812	0.3345	0.6214	G1	280.8	304.1
rec_s2_F_P12_oO80	P12	F	Spanish	s2	toma	closed	146	2.1637	559	2.7472	1269	3.1033	2956	3.4707	0.3561	0.3674	0.5836	G1	256.2	272.2
rec_s2_F_P12_oO86	P12	F	Spanish	s2	botas	closed	140	2.1474	544	2.7358	1351	3.1307	3102	3.4917	0.3950	0.3610	0.5884	G1	253.5	303.9
rec_s2_F_P12_oO89	P12	F	Spanish	s2	copa	closed	144	2.1581	485	2.6860	1130	3.0532	3095	3.4907	0.3673	0.4375	0.5279	G1	219.8	266.4
rec_s2_F_P12_oO9	P12	F	Spanish	s2	coma	closed	133	2.1238	650	2.8126	1156	3.0628	2992	3.4760	0.2502	0.4132	0.6888	G1	310.0	193.5
rec_s2_F_P12_oO91	P12	F	Spanish	s2	copa	closed	137	2.1373	550	2.7400	1109	3.0450	3138	3.4966	0.3050	0.4516	0.6027	G1	258.9	226.0
rec_s2_F_P12_oO93	P12	F	Spanish	s2	pelota	closed	137	2.1363	556	2.7453	1501	3.1765	3169	3.5009	0.4312	0.3244	0.6090	G1	261.9	339.7
rec_s2_F_P12_oO96	P12	F	Spanish	s2	pomo	closed	150	2.1752	416	2.6191	1177	3.0707	2742	3.4380	0.4516	0.3673	0.4439	G1	177.1	319.5
rec_s2_F_P12_oO97	P12	F	Spanish	s2	toma	closed	148	2.1714	405	2.6072	1258	3.0996	2932	3.4672	0.4924	0.3676	0.4358	G1	172.4	351.0
rec_s2_F_P13_oO1	P13	F	Spanish	s2	pelota	closed	187	2.2719	603	2.7801	1621	3.2098	2962	3.4716	0.4297	0.2618	0.5083	G1	246.1	348.1
rec_s2_F_P13_oO103	P13	F	Spanish	s2	sola	closed	200	2.3011	664	2.8220	1200	3.0794	2881	3.4595	0.2574	0.3802	0.5209	G1	264.9	201.1
rec_s2_F_P13_oO106	P13	F	Spanish	s2	botas	closed	198	2.2964	534	2.7275	1088	3.0367	3151	3.4985	0.3092	0.4618	0.4311	G1	204.1	227.0
rec_s2_F_P13_oO11	P13	F	Spanish	s2	nota	closed	185	2.2681	707	2.8496	1326	3.1226	2940	3.4683	0.2730	0.3457	0.5814	G1	295.1	220.2
rec_s2_F_P13_oO110	P13	F	Spanish	s2	copa	closed	103	2.0145	603	2.7801	929	2.9681	3103	3.4918	0.1880	0.5237	0.7656	G1	312.7	136.9
rec_s2_F_P13_oO114	P13	F	Spanish	s2	pomo	closed	199	2.2980	573	2.7581	969	2.9865	3054	3.4849	0.2285	0.4984	0.4600	G1	222.8	166.1
rec_s2_F_P13_oO117	P13	F	Spanish	s2	cosa	closed	198	2.2974	583	2.7660	1013	3.0055	2946	3.4693	0.2395	0.4637	0.4686	G1	228.4	177.0
rec_s2_F_P13_oO121	P13	F	Spanish	s2	cosa	closed	193	2.2855	605	2.7815	1092	3.0382	2776	3.4434	0.2567	0.4052	0.4960	G1	242.6	193.5
rec_s2_F_P13_oO123	P13	F	Spanish	s2	fobia	closed	200	2.3002	597	2.7758	1004	3.0017	3015	3.4794	0.2259	0.4776	0.4756	G1	233.7	167.0
rec_s2_F_P13_oO126	P13	F	Spanish	s2	nota	closed	190	2.2797	643	2.8082	832	2.9202	1489	3.1728	0.1120	0.2525	0.5285	G1	262.7	80.9
rec_s2_F_P13_oO13	P13	F	Spanish	s2	copa	closed	189	2.2771	535	2.7286	931	2.9689	2995	3.4764	0.2404	0.5074	0.4514	G1	211.2	171.1
rec_s2_F_P13_oO133	P13	F	Spanish	s2	pelota	closed	196	2.2914	588	2.7697	1530	3.1848	2965	3.4720	0.4151	0.2872	0.4783	G1	232.3	331.7
rec_s2_F_P13_oO134	P13	F	Spanish	s2	pomo	closed	100	1.9983	580	2.7633	922	2.9649	3179	3.5023	0.2016	0.5374	0.7650	G1	304.2	145.4
rec_s2_F_P13_oO137	P13	F	Spanish	s2	sopa	closed	196	2.2912	581	2.7644	1126	3.0516	2939	3.4682	0.2872	0.4166	0.4732	G1	228.9	216.3
rec_s2_F_P13_oO138	P13	F	Spanish	s2	toma	closed	189	2.2759	589	2.7704	1296	3.1124	2911	3.4640	0.3421	0.3515	0.4945	G1	237.9	265.6
rec_s2_F_P13_oO139	P13	F	Spanish	s2	capota	closed	199	2.2999	532	2.7258	980	2.9913	2915	3.4646	0.2655	0.4733	0.4259	G1	202.3	190.6
rec_s2_F_P13_oO16	P13	F	Spanish	s2	coma	closed	195	2.2892	577	2.7612	940	2.9733	1747	3.2423	0.2121	0.2690	0.4719	G1	227.7	153.6
rec_s2_F_P13_oO21	P13	F	Spanish	s2	destroza	closed	206	2.3128	628	2.7979	1436	3.1572	2881	3.4595	0.3593	0.3023	0.4850	G1	243.9	287.3
rec_s2_F_P13_oO22	P13	F	Spanish	s2	capota	closed	207	2.3167	588	2.7691	1043	3.0184	3099	3.4913	0.2493	0.4729	0.4524	G1	224.2	185.0
rec_s2_F_P13_oO23	P13	F	Spanish	s2	sopa	closed	199	2.2998	591	2.7713	1158	3.0637	3089	3.4898	0.2924	0.4261	0.4714	G1	231.5	221.9
rec_s2_F_P13_oO27	P13	F	Spanish	s2	botas	closed	193	2.2864	573	2.7585	1210	3.0827	3002	3.4775	0.3243	0.3947	0.4720	G1	227.2	247.1
rec_s2_F_P13_oO32	P13	F	Spanish	s2	fobia	closed	193	2.2844	574	2.7589	1011	3.0047	2984	3.4749	0.2459	0.4701	0.4744	G1	227.7	180.6
rec_s2_F_P13_oO34	P13	F	Spanish	s2	coma	closed	191	2.2820	565	2.7522	955	2.9800	2854	3.4554	0.2278	0.4754	0.4703	G1	224.7	165.0
rec_s2_F_P13_oO36	P13	F	Spanish	s2	capota	closed	190	2.2789	550	2.7403	967	2.9856	3158	3.4993	0.2453	0.5138	0.4613	G1	218.0	176.8
rec_s2_F_P13_oO42	P13	F	Spanish	s2	botas	closed	189	2.2758	546	2.7369	1128	3.0525	3110	3.4927	0.3155	0.4403	0.4611	G1	216.8	234.3
rec_s2_F_P13_oO53	P13	F	Spanish	s2	pelota	closed	195	2.2891	591	2.7717	1290	3.1107	2353	3.3717	0.3390	0.2610	0.4826	G1	234.5	262.8
rec_s2_F_P13_oO57	P13	F	Spanish	s2	toma	closed	199	2.2996	623	2.7943	1191	3.0759	2974	3.4733	0.2816	0.3974	0.4947	G1	246.7	217.2
rec_s2_F_P13_oO61	P13	F	Spanish	s2	coma	closed	194	2.2886	556	2.7449	964	2.9841	2900	3.4624	0.2392	0.4783	0.4563	G1	218.1	172.7
rec_s2_F_P13_oO63	P13	F	Spanish	s2	sola	closed	194	2.2873	586	2.7678	1192	3.0763	2898	3.4621	0.3085	0.3858	0.4805	G1	232.8	235.1
rec_s2_F_P13_oO64	P13	F	Spanish	s2	nota	closed	196	2.2932	631	2.8000	1423	3.1531	1532	3.1852	0.3531	0.0321	0.5068	G1	252.7	282.3
rec_s2_F_P13_oO67	P13	F	Spanish	s2	sopa	closed	197	2.2937	539	2.7315	1035	3.0150	2954	3.4704	0.2835	0.4554	0.4378	G1	207.3	206.4
rec_s2_F_P13_oO69	P13	F	Spanish	s2	pomo	closed	198	2.2972	546	2.7373	985	2.9933	3007	3.4781	0.2560	0.4847	0.4401	G1	210.1	185.3
rec_s2_F_P13_oO81	P13	F	Spanish	s2	copa	closed	199	2.2991	596	2.7751	986	2.9938	3097	3.4910	0.2186	0.4972	0.4760	G1	233.9	161.1
rec_s2_F_P13_oO83	P13	F	Spanish	s2	destroza	closed	99	1.9940	609	2.7844	1112	3.0459	1698	3.2299	0.2615	0.1840	0.7904	G1	318.9	198.3
rec_s2_F_P13_oO84	P13	F	Spanish	s2	sola	closed	194	2.2874	659	2.8186	1310	3.1174	2909	3.4638	0.2988	0.3464	0.5312	G1	267.0	236.9
rec_s2_F_P13_oO85	P13	F	Spanish	s2	destroza	closed	201	2.3039	646	2.8101	1117	3.0480	1831	3.2627	0.2379	0.2147	0.5061	G1	255.9	182.6
rec_s2_F_P13_oO90	P13	F	Spanish	s2	cosa	closed	193	2.2861	584	2.7668	1167	3.0672	2892	3.4612	0.3005	0.3940	0.4807	G1	232.5	228.2
rec_s2_F_P13_oO94	P13	F	Spanish	s2	toma	closed	189	2.2765	632	2.8005	1306	3.1159	2891	3.4611	0.3154	0.3452	0.5240	G1	258.3	248.2
rec_s2_F_P13_oO96	P13	F	Spanish	s2	fobia	closed	195	2.2901	584	2.7667	976	2.9896	3120	3.4941	0.2229	0.5045	0.4766	G1	231.1	163.3
rec_s2_F_P14_oO1	P14	F	Spanish	s2	toma	closed	181	2.2579	567	2.7537	1058	3.0245	2663	3.4254	0.2709	0.4009	0.4958	G3	233.2	200.4
rec_s2_F_P14_oO106	P14	F	Spanish	s2	capota	closed	162	2.2107	484	2.6847	880	2.9447	2983	3.4747	0.2600	0.5300	0.4740	G3	205.2	178.3
rec_s2_F_P14_oO109	P14	F	Spanish	s2	toma	closed	157	2.1971	602	2.7798	986	2.9940	2819	3.4501	0.2142	0.4561	0.5826	G3	268.5	158.2
rec_s2_F_P14_oO111	P14	F	Spanish	s2	pelota	closed	158	2.1991	514	2.7112	1193	3.0767	2826	3.4512	0.3655	0.3745	0.5120	G3	224.0	271.5
rec_s2_F_P14_oO118	P14	F	Spanish	s2	sopa	closed	170	2.2297	508	2.7057	1115	3.0472	2928	3.4665	0.3415	0.4193	0.4760	G3	211.7	249.4
rec_s2_F_P14_oO119	P14	F	Spanish	s2	coma	closed	175	2.2432	584	2.7667	933	2.9700	2654	3.4240	0.2033	0.4540	0.5235	G3	246.0	147.6
rec_s2_F_P14_oO127	P14	F	Spanish	s2	sopa	closed	172	2.2352	493	2.6931	1004	3.0016	2912	3.4642	0.3085	0.4625	0.4579	G3	202.3	219.3
rec_s2_F_P14_oO131	P14	F	Spanish	s2	botas	closed	177	2.2468	524	2.7190	1071	3.0298	3005	3.4779	0.3108	0.4481	0.4722	G3	214.6	226.4
rec_s2_F_P14_oO137	P14	F	Spanish	s2	copa	closed	158	2.1982	478	2.6797	859	2.9339	2751	3.4395	0.2542	0.5056	0.4815	G3	205.1	173.4
rec_s2_F_P14_oO141	P14	F	Spanish	s2	copa	closed	171	2.2334	499	2.6978	857	2.9331	2846	3.4543	0.2353	0.5211	0.4644	G3	206.2	161.5
rec_s2_F_P14_oO142	P14	F	Spanish	s2	coma	closed	153	2.1839	503	2.7018	885	2.9469	2768	3.4422	0.2451	0.4953	0.5179	G3	222.2	170.2
rec_s2_F_P14_oO19	P14	F	Spanish	s2	pelota	closed	168	2.2254	512	2.7090	1157	3.0634	2718	3.4342	0.3544	0.3708	0.4836	G3	215.3	261.0
rec_s2_F_P14_oO2	P14	F	Spanish	s2	toma	closed	171	2.2318	615	2.7887	1036	3.0153	2636	3.4209	0.2265	0.4057	0.5569	G3	263.9	169.7
rec_s2_F_P14_oO24	P14	F	Spanish	s2	destroza	closed	178	2.2502	534	2.7273	1385	3.1413	2814	3.4494	0.4140	0.3081	0.4771	G3	219.0	318.7
rec_s2_F_P14_oO25	P14	F	Spanish	s2	pelota	closed	159	2.2008	539	2.7319	1189	3.0752	2747	3.4388	0.3433	0.3636	0.5311	G3	236.0	257.4
rec_s2_F_P14_oO27	P14	F	Spanish	s2	cosa	closed	158	2.1990	482	2.6834	959	2.9819	2844	3.4539	0.2985	0.4720	0.4844	G3	207.2	209.0
rec_s2_F_P14_oO30	P14	F	Spanish	s2	botas	closed	169	2.2290	516	2.7130	993	2.9969	2844	3.4540	0.2839	0.4571	0.4840	G3	216.6	203.4
rec_s2_F_P14_oO31	P14	F	Spanish	s2	nota	closed	165	2.2162	628	2.7981	1185	3.0737	2654	3.4238	0.2757	0.3501	0.5819	G3	274.6	213.0
rec_s2_F_P14_oO33	P14	F	Spanish	s2	sola	closed	168	2.2252	505	2.7034	1025	3.0107	2710	3.4330	0.3074	0.4223	0.4782	G3	211.7	220.4
rec_s2_F_P14_oO39	P14	F	Spanish	s2	sola	closed	171	2.2320	514	2.7107	1110	3.0452	2846	3.4543	0.3345	0.4091	0.4788	G3	214.0	244.6
rec_s2_F_P14_oO43	P14	F	Spanish	s2	coma	closed	166	2.2209	486	2.6868	859	2.9338	2711	3.4332	0.2469	0.4994	0.4660	G3	203.2	169.1
rec_s2_F_P14_oO44	P14	F	Spanish	s2	fobia	closed	183	2.2628	514	2.7106	901	2.9546	2871	3.4580	0.2440	0.5034	0.4478	G3	205.0	170.6
rec_s2_F_P14_oO48	P14	F	Spanish	s2	capota	closed	163	2.2134	490	2.6906	876	2.9426	2922	3.4657	0.2520	0.5231	0.4772	G3	207.6	173.6
rec_s2_F_P14_oO49	P14	F	Spanish	s2	capota	closed	172	2.2344	501	2.6995	892	2.9503	2759	3.4408	0.2508	0.4904	0.4651	G3	206.5	174.0
rec_s2_F_P14_oO51	P14	F	Spanish	s2	botas	closed	174	2.2396	506	2.7038	915	2.9615	2845	3.4540	0.2578	0.4925	0.4642	G3	207.6	180.1
rec_s2_F_P14_oO52	P14	F	Spanish	s2	destroza	closed	186	2.2689	543	2.7350	1315	3.1188	2769	3.4423	0.3839	0.3234	0.4661	G3	217.5	293.9
rec_s2_F_P14_oO58	P14	F	Spanish	s2	pomo	closed	175	2.2441	503	2.7012	850	2.9294	2703	3.4318	0.2283	0.5024	0.4570	G3	205.3	156.7
rec_s2_F_P14_oO59	P14	F	Spanish	s2	nota	closed	162	2.2089	639	2.8056	1129	3.0527	2761	3.4410	0.2472	0.3883	0.5967	G3	282.0	189.8
rec_s2_F_P14_oO63	P14	F	Spanish	s2	cosa	closed	164	2.2141	493	2.6926	950	2.9779	2725	3.4354	0.2853	0.4575	0.4786	G3	208.4	199.9
rec_s2_F_P14_oO65	P14	F	Spanish	s2	fobia	closed	181	2.2580	522	2.7176	905	2.9567	2881	3.4596	0.2391	0.5029	0.4596	G3	210.6	168.0
rec_s2_F_P14_oO68	P14	F	Spanish	s2	destroza	closed	185	2.2680	541	2.7334	1282	3.1080	2784	3.4447	0.3746	0.3367	0.4654	G3	217.2	285.1
rec_s2_F_P14_oO69	P14	F	Spanish	s2	pomo	closed	167	2.2227	498	2.6973	952	2.9787	2664	3.4255	0.2813	0.4469	0.4746	G3	208.8	198.0
rec_s2_F_P14_oO76	P14	F	Spanish	s2	sopa	closed	180	2.2549	515	2.7116	1057	3.0241	2959	3.4712	0.3125	0.4470	0.4567	G3	207.7	226.3
rec_s2_F_P14_oO77	P14	F	Spanish	s2	fobia	closed	182	2.2605	502	2.7010	890	2.9495	2905	3.4632	0.2485	0.5137	0.4406	G3	199.5	172.7
rec_s2_F_P14_oO8	P14	F	Spanish	s2	nota	closed	162	2.2107	590	2.7705	1165	3.0663	2581	3.4118	0.2958	0.3455	0.5598	G3	258.9	224.6
rec_s2_F_P14_oO86	P14	F	Spanish	s2	cosa	closed	169	2.2286	514	2.7113	1021	3.0091	2845	3.4540	0.2979	0.4449	0.4827	G3	215.6	214.3
rec_s2_F_P14_oO87	P14	F	Spanish	s2	pomo	closed	174	2.2403	507	2.7050	843	2.9257	2766	3.4418	0.2207	0.5161	0.4647	G3	208.1	151.8
rec_s2_F_P14_oO93	P14	F	Spanish	s2	sola	closed	179	2.2519	522	2.7180	1085	3.0353	2747	3.4389	0.3173	0.4035	0.4661	G3	212.1	232.2
rec_s2_F_P14_oO94	P14	F	Spanish	s2	copa	closed	176	2.2465	507	2.7047	859	2.9339	2742	3.4381	0.2291	0.5043	0.4582	G3	206.6	158.1
rec_s2_F_P15_oO	P15	F	Spanish	s2	pomo	closed	200	2.3010	534	2.7276	957	2.9809	2755	3.4402	0.2533	0.4592	0.4266	G3	202.6	181.2
rec_s2_F_P15_oO103	P15	F	Spanish	s2	botas	closed	197	2.2953	577	2.7615	1219	3.0861	2750	3.4393	0.3245	0.3532	0.4662	G3	226.2	248.0
